Reaction,temperature,pressure,M,k,ln_unc_k,W,Ref,
HCO <=> CO + H,626,9.87,1,22700,0.693147181,1.00E-10,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11540",
HCO <=> CO + H,715,9.87,1,120000,0.693147181,1.00E-10,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11541",
HCO <=> CO + H,588,9.87,1,8000,0.693147181,1.00E-10,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11542",
HCO <=> CO + H,555,9.87,1,2900,0.693147181,1.00E-10,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11543",
HCO <=> CO + H,587,29.61,1,22200,0.693147181,1.00E-10,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11544",
HCO <=> CO + H,715,0.99,1,10500,0.693147181,6.93E-01,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11545",
HCO <=> CO + H,626,0.99,1,3030,0.693147181,6.93E-01,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11546",
HCO <=> CO + H,588,0.99,1,690,0.693147181,6.93E-01,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11547",
HCO <=> CO + H,575,98.69,1,48800,0.693147181,1.00E-10,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11548",
HCO <=> CO + H,575,98.69,1,47200,0.693147181,1.00E-10,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11549",
HCO <=> CO + H,498,1,1,115,0.693147181,6.93E-01,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11550",
HCO <=> CO + H,575,1,1,990,0.693147181,6.93E-01,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11551",
HCO <=> CO + H,522,0.81,1,360,0.693147181,6.93E-01,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11552",
HCO <=> CO + H,550,0.81,1,570,0.693147181,6.93E-01,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11553",
HCO <=> CO + H,583,0.81,1,1180,0.693147181,6.93E-01,"L.N. Krasnoperov, E.N. Chesnokov, H. Stark, A.R. Ravishankara. Unimolecular Dissociation of Formyl Radical, HCO = H + CO, Studied over 1-100 Bar Pressure Range. Journal of Physical Chemistry A 108 (2004) 11526-11554",
HCO <=> CO + H,700,1.42,1,24149.57905,0.693,1.00E-10,"H. Hippler, N. Krasteva, F. Striebel. The Thermal Unimolecular Decomposition of HCO",L
HCO <=> CO + H,700,1.6,1,37985.64594,0.693,1.00E-10,"H. Hippler, N. Krasteva, F. Striebel. The Thermal Unimolecular Decomposition of HCO",L
HCO <=> CO + H,700,2.94,1,39560.13295,0.693,1.00E-10,"H. Hippler, N. Krasteva, F. Striebel. The Thermal Unimolecular Decomposition of HCO",L
HCO <=> CO + H,700,2.5,1,44503.11904,0.693,1.00E-10,"H. Hippler, N. Krasteva, F. Striebel. The Thermal Unimolecular Decomposition of HCO",L
HCO <=> CO + H,700,2.5,1,49104.89509,0.693,1.00E-10,"H. Hippler, N. Krasteva, F. Striebel. The Thermal Unimolecular Decomposition of HCO",L
HCO <=> CO + H,700,3.04,1,62211.21668,0.693,1.00E-10,"H. Hippler, N. Krasteva, F. Striebel. The Thermal Unimolecular Decomposition of HCO",L
HCO + O2 <=> CO + HO2,295,0.000684211,1,3.73E+12,0.693147181,4.08E-01,"R.S. Timonen, E. Ratajczak, D. Gutman, D. Kinetics of the reactions of the formyl radical with oxygen, nitrogen dioxide, chlorine, and bromine. Journal of Physical Chemistry 92 (1988) 651_655",
HCO + O2 <=> CO + HO2,349,0.001197368,1,3.98E+12,0.693147181,4.08E-01,"R.S. Timonen, E. Ratajczak, D. Gutman, D. Kinetics of the reactions of the formyl radical with oxygen, nitrogen dioxide, chlorine, and bromine. Journal of Physical Chemistry 92 (1988) 651_656",
HCO + O2 <=> CO + HO2,422,0.001157895,1,4.34E+12,0.693147181,4.08E-01,"R.S. Timonen, E. Ratajczak, D. Gutman, D. Kinetics of the reactions of the formyl radical with oxygen, nitrogen dioxide, chlorine, and bromine. Journal of Physical Chemistry 92 (1988) 651_657",
HCO + O2 <=> CO + HO2,531,0.001197368,1,4.46E+12,0.693147181,4.08E-01,"R.S. Timonen, E. Ratajczak, D. Gutman, D. Kinetics of the reactions of the formyl radical with oxygen, nitrogen dioxide, chlorine, and bromine. Journal of Physical Chemistry 92 (1988) 651_658",
HCO + O2 <=> CO + HO2,610,0.001210526,1,4.94E+12,0.693147181,4.08E-01,"R.S. Timonen, E. Ratajczak, D. Gutman, D. Kinetics of the reactions of the formyl radical with oxygen, nitrogen dioxide, chlorine, and bromine. Journal of Physical Chemistry 92 (1988) 651_659",
HCO + O2 <=> CO + HO2,713,0.001210526,1,6.02E+12,0.693147181,4.08E-01,"R.S. Timonen, E. Ratajczak, D. Gutman, D. Kinetics of the reactions of the formyl radical with oxygen, nitrogen dioxide, chlorine, and bromine. Journal of Physical Chemistry 92 (1988) 651_660",
HCO + O2 <=> CO + HO2,200,0.00131579,1,3.17E+12,0.693147181,4.47E-01,"F.L. Nesbitt, J.F. Gleason, L.J. Stief. Temperature Dependence of the Rate Constant for the Reaction HCO + O2 = HO2 + CO at T = 200-398 K. Journal of Physical Chemistry A 103 (1999) 3038",
HCO + O2 <=> CO + HO2,222,0.00131579,1,2.91E+12,0.693147181,4.47E-01,"F.L. Nesbitt, J.F. Gleason, L.J. Stief. Temperature Dependence of the Rate Constant for the Reaction HCO + O2 = HO2 + CO at T = 200-398 K. Journal of Physical Chemistry A 103 (1999) 3039",
HCO + O2 <=> CO + HO2,250,0.00131579,1,2.62E+12,0.693147181,4.47E-01,"F.L. Nesbitt, J.F. Gleason, L.J. Stief. Temperature Dependence of the Rate Constant for the Reaction HCO + O2 = HO2 + CO at T = 200-398 K. Journal of Physical Chemistry A 103 (1999) 3040",
HCO + O2 <=> CO + HO2,298,0.00131579,1,2.41E+12,0.693147181,4.47E-01,"F.L. Nesbitt, J.F. Gleason, L.J. Stief. Temperature Dependence of the Rate Constant for the Reaction HCO + O2 = HO2 + CO at T = 200-398 K. Journal of Physical Chemistry A 103 (1999) 3041",
HCO + O2 <=> CO + HO2,398,0.00131579,1,2.69E+12,0.693147181,4.47E-01,"F.L. Nesbitt, J.F. Gleason, L.J. Stief. Temperature Dependence of the Rate Constant for the Reaction HCO + O2 = HO2 + CO at T = 200-398 K. Journal of Physical Chemistry A 103 (1999) 3042",
HCO + O2 <=> CO + HO2,296,0.010526316,1,3.35E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_86",
HCO + O2 <=> CO + HO2,296,0.039473684,1,3.39E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_87",
HCO + O2 <=> CO + HO2,373,0.05,1,3.42E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_88",
HCO + O2 <=> CO + HO2,473,0.063157895,1,3.49E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_89",
HCO + O2 <=> CO + HO2,573,0.076315789,1,3.71E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_90",
HCO + O2 <=> CO + HO2,673,0.089473684,1,3.44E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_91",
HCO + O2 <=> CO + HO2,296,0.039473684,1,3.38E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_92",
HCO + O2 <=> CO + HO2,673,0.089473684,1,3.45E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_93",
HCO + O2 <=> CO + HO2,296,0.039473684,1,3.40E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_94",
HCO + O2 <=> CO + HO2,296,0.013157895,1,4.07E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_95",
HCO + O2 <=> CO + HO2,296,0.013157895,1,4.20E+12,0.693147181,3.02E-01,"J.D. DeSain, L.E. Jusinski, A.D. Ho, C.A. Taatjes. Temperature dependence and deuterium kinetic isotope effects in the HCO (DCO) + O2 reaction between 296 and 673 K. Chemical Physics Letters 347 (2001) 79_96",
HCO + O2 <=> CO + HO2,1108.870968,1,1,9.53E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,1061.776062,1,1,9.19E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,1028.037383,1,1,7.17E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,959.0235397,1,1,4.98E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,955.6907037,1,1,6.31E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,933.7860781,1,1,9.02E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,936.967632,1,1,7.02E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,897.9591837,1,1,7.45E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,884.9557522,1,1,7.97E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,840.3361345,1,1,7.85E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,837.7760853,1,1,6.27E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,836.5019011,1,1,5.71E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,857.3655495,1,1,5.61E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,863.422292,1,1,5.01E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,848.1110254,1,1,4.98E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,830.1886792,1,1,4.12E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,773.0147576,1,1,4.48E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,792.5072046,1,1,4.47E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,827.6899925,1,1,5.97E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,817.8438662,1,1,6.01E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,786.8383405,1,1,5.41E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,783.4757835,1,1,5.01E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,775.7404795,1,1,4.98E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,754.975978,1,1,4.97E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,739.7444519,1,1,5.28E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,742.2402159,1,1,4.01E+12,0.693,1.89E-01,M. Colberg G. Friedrichs,L
HCO + O2 <=> CO + HO2,747.2826087,1,1,3.70E+12,0.693,8.90E+00,M. Colberg G. Friedrichs,L
CH2O + H <=> H2 + HCO-exc,1182,0.76,1,5.20E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1283,0.76,1,8.00E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1306,0.73,1,6.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1436.2,0.66,1,8.60E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1482.2,0.87,1,7.40E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1511.5,0.71,1,7.80E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1536,0.92,1,7.40E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1550,0.59,1,8.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1616.7,0.78,1,1.00E+13,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1623.5,0.56,1,1.00E+13,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1679.1,0.72,1,1.10E+13,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1255.5,0.76,1,7.00E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1379,0.71,1,7.60E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1412.8,0.93,1,6.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1441.2,0.91,1,6.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1441.2,0.7,1,8.60E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1450.1,0.73,1,8.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1496.9,0.69,1,9.20E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1546.4,0.6,1,9.00E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1551.6,0.65,1,7.30E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1554.2,0.59,1,9.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1585,0.78,1,8.60E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1598.6,0.79,1,8.00E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1610.8,0.77,1,8.60E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1687.1,0.78,1,9.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1259.3,0.78,1,6.80E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1263.5,0.78,1,7.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1386.6,0.77,1,7.00E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1480.5,0.67,1,7.50E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1504,0.62,1,7.00E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1550,0.83,1,1.00E+13,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1580.6,0.76,1,8.00E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
CH2O + H <=> H2 + HCO-exc,1611.2,0.77,1,9.00E+12,0.693147181,1.00E-10,"R. Choudhary, J.J. Girard, Y. Peng, J. Shao, D.F. Davidson, R.K. Hanson. Measurement of the reaction rate of H + O2 +M => HO2 +M, for M = Ar, N2, CO2, at high temperature with a sensitive oh absorption diagnostic. Combustion and Flame 203 (2019) 265�278.",
